,title,rating,content,sentence_length
4057,Died before a year was up!,1,"I liked this toothbrush a lot, but it died before a year was up unfortunately. Just completely stopped working out of nowhere.",22
4058,Great Brush,5,"Awesome tooth brush, just the right amount of power. Liked it so much i even ordered a second one as a gift.",22
4059,Great toothbrush would recommend,5,Does a significantly better job cleaning my teeth than a normal toothbrush and the timer helps me clean everything evenly/throughly,20
4060,Toothbrush,5,Great product,2
4061,We love these buying for all our grandchildren also,5,Work great,2
4062,Great brush.,5,Love it,2
4063,Dentist recommended,5,Toothbrush does a thorough job.,5
4064,Bright and shiny teeth,5,"Love it, makes brushing my teeth a breeze and my dental hygienist happy.",13
4065,Works great for 18 months already,5,"Works great for 18 months already. Battery charging takes a while and it lasts only for a week, but that doesn't bug me too much. Great toothbrush and totally recommended.",30
4066,Awesome cleaning!,5,Love this! Reminds me of how clean your teeth get when the dentist brushes your teeth.,16
4067,Perfection..Beat my Sonicare by miles!,5,"My husband and I had purchased the Sonicare a while back at Costco and thought that was the greatest thing, until they both started getting a little icky and I considered getting a whole new toothbrush. I'm so glad my Sonicare went sour, b/c this is the best toothbrush ever. The rotating head literally cleans every tooth to perfection and the battery lasts really long. It even beats my icky Sonicare as the internal part where the brush head is received isn't open to the inside of the toothbrush so it doesn't seem like you can get random mold in it. Anyways...don't hesitate and at this price you can get a nice hard travel case too!",116
4068,... several brands and by far this one is the best for your buck,5,I've tried several brands and by far this one is the best for your buck! It's simple and does the job. I bought it December 2017 and it's still going strong! Love it!,33
4069,Good Cleaning,5,It is a cleaner but avoid the area of toothache. It cannot replace floss though.,15
4070,Always fresh,5,My teeth feel great all day from the morning. My favorite thing is waking up without nasty plaque build up.,20
4071,Five Stars,5,Life changing... saves enough tooth paste to pay for itself over life I'm certain,14
4072,Five Stars,5,great for the price and works better than my philips.,10
4073,Perfect Toothbrush,5,Cleans very effectively around the gums and teeth. My best tooth brush ever.,13
4074,Five Stars,5,works great for a lot less money.,7
4075,Oral improvement,5,Great and it gets my teeth so white,8
4076,Five Stars,5,"This thing is powerful and might give you a headache, but my teeth have never been cleaner!",17
4077,Works Great,5,Works Great! I used it for a whole week on vacation and the battery worked the whole time.,18
4078,Great tootbrush.,5,Nothing. Good seller.,3
4079,Easy to use,5,I got this for my wife she really loves it she say it fell great on her teeth and cleans them good.,22
4080,Broke in 5 months,1,totally stop working after 5 months,6
4081,Good value.,5,Does the job.,3
4082,Great,5,Thanks,1
4083,Five Stars,5,Bought as a replacement as my last one had died. Works well and am satisfied,15
4084,Motor cuts in and out intermittently,1,"This toothbrush sucks. The motor is not even strong enough to lightly brush your teeth. It constantly cuts out when in use, even with a full charge. I can’t believe that I wasted 40 dollars on this engineering fail. Do not buy unless you are looking for an expensive piece of trash.",52
4085,Just unpleasant,3,Cleans well but makes your whole head vibrate. Very unpleasant.,10
4086,ROUND BRUSH,3,don't like the round head brush.,6
4087,Love it!,5,LOVE IT!!!,2
4088,Love it,5,Love it,2
4089,Highly satisfied,5,This Oral B toothbrush is very much better than the one I had before.,14
4090,Head is too large,3,"Coming from a long-time sonicare user, the head is too large and bulky, hard to close mouth around the head. Hoping to save some $ on the cost of the heads, but alas - going back to sonicare. Seems to clean well.",42
4091,Great product,4,It was a replacement for my old electric toothbrush so far it has been an improvement. I happy with the purchase.,21
4092,Works great. This is the second unit I have purchased,5,Works great. This is the second unit I have purchased.,10
4093,Great product,5,This is a good product,5
4094,I love it. It's a little brain rattling at first ...,4,"After 5 uses, I love it. It's a little brain rattling at first but not so bad it's a deal breaker.",21
4095,Wonderful product!,4,Stand gets dirty easily. Does the deep-cleaning thing. Feels significantly more effective than acoustic brushes.,15
4096,Cleanest feeling ever,5,Best feeling ever,3
4097,Must Have for Dating Apps,5,Does a great job at preparing for Tinder adventures.,9
4098,One Star,1,This toothbrush stopped working after I used it for less than 2 weeks.,13
4099,Perfect!,5,Great toothbrush! Perfect!,3
4100,Excellemt,5,Great,1
4101,"Great product, fast shipping!",5,"Great product, fast shipping!",4
4102,Great product,5,Love the product. Lightweight. Speed is just right.,8
4103,Arrive promptly. Great product for the price.,5,There is no Bluetooth connectivity for the model I purchased. Not really sure about the second question.,17
4104,Five Stars,5,"Love this toothbrush. I'll never go back to the ""regular"" kind!",11
4105,Strongly recommend,5,"Great toothbrush,worth every penny 👍👍",5
4106,I love it,5,Great product,2
4107,Love this product,5,"Love this product. Had its competitor for awhile and though it held a charge longer, it did not clean as well as the oral b.",25
4108,Good cleaning tool.,4,"Charger a bit flimsy, compared to previous models. Nonetheless, this unit is more than adequate.",15
4109,Experiencing hesitation in the toothbrush motor.,3,Seems to work ok but there’s a little hesitation after using it for 20 seconds or so. Is this normal? Has anyone else experienced this hesitation?,26
4110,Works great,5,Not bad,2
4111,"Good price, works well, more effective than my previous one",5,"Good price, works well, more effective than my previous one",10
4112,My Dentist recommended this brand,5,My Dentist recommended this brand. He was absolutely correct this thing cleans your teeth like you went to the hygienist. Love it,22
4113,Excellent toothbrush,5,Cleans really well!,3
4114,Toothbrush,5,Works great,2
4115,Awesome toothbrush. Will never go back to regular,5,Awesome toothbrush . Will never go back to regular brushes,10
4116,Five Stars,5,Easy to set-up. Toothbrush works great! Very powerful!,8
4117,Five Stars,5,"recommended by oral surgeon for receding gums, I am amazed at how much better it cleans my teeth.",18
4118,Does the job,5,"Bought this toothbrush a few months ago and have had no problems whatsoever. Teeth feel extra clean. Some reviews say it’s loud, which it is, but as long as it does it’s job I don’t mind it.",37
4119,Perfect!!,5,Works great!!,2
4120,Perfect Electric tooth brush,5,Great price! Works perfect,4
4121,Just what the dentist ordered!!,5,Love the automatic timer. No more trying to sing Happy Birthday while brushing.,13
4122,Best Toothbrush,5,Great toothbrush. It’s like going to the dentist.,8
4123,Still going strong,5,"Have had it for a year. Still works fine. Takes a while to charge completely, though.",16
4124,Better than regular brushing,5,Teeth feel much cleaner !,5
4125,Love it!,5,I’m addicted- not going back to a regular tooth brush!,10
4126,Has everything I need,5,"This brush is great, I had an older model but stopped using it and wanted to go back to electric. I'm glad I did, my teeth feel much cleaner and the timer really helps assure proper brush time. I don't need a brush with bluetooth and gps or whatever some other brushes come with... it's a toothbrush! Anyway, it does a way better job cleaning my teeth than a stick with bristles on it. I got the black and it looks great sitting on my counter top. I charge it weekly and the battery holds for a little more than that if I forget. Would definitely recommend.",107
4127,Excelente,5,Limpia muy bien Preciosa servicio excelente,6
4128,Five Stars,5,Great product. Works great. Sturdy and great pricing.,8
4129,nice,4,nice,1
4130,Powerful!,5,These are awesome. My teeth feel clean again.,8
4131,Four Stars,4,"Good, middle of the line price toothbrush. Quick delivery.",9
4132,Clean clean clean!!!,5,Teeth fee so clean and wash time effective with the timer function!,12
4133,As advertized,5,Husband loves it,3
4134,Excellent,5,Excellent,1
4135,Smile,5,Great buy!,2
4136,Try to believe it..,5,You must try it to believe it... After you are done with brushing it feels like coming from Dentist Office...,20
4137,Great product!,5,It works great! long lasting battery and very strong.,9
4138,Love it! not too loud and way better than ...,5,Love it! not too loud and way better than a manual brush. Bought a second one for the hubby.,19
4139,DOA,1,Product didn't work after a full day of charging. Arrived defective.,11
4140,Five Stars,5,Wife love this electric tooth brush. Does great keeping her teeth clean.,12
4141,Awesome product,5,Was exactly what I wanted,5
4142,Very nice toothbrush,5,"Very nice!
I recommend!",4
4143,Happy 😃,5,"Great! Whitened my teeth on first use, simply by cleaning well!",11
4144,Great product. I've had several Oral-B models over the ...,5,"Great product. I've had several Oral-B models over the years and they just get better, in my opinion.",18
4145,Five Stars,5,works great so far. highly reviewed on a lot of websites.,11
4146,This is my first Oral-B and this is my favorite. At first I wasn't convinced,5,"My first electric toothbrush was a Braun, followed by a Phillips Sonicare. This is my first Oral-B and this is my favorite.

At first I wasn't convinced. This toothbrush moves differently than the others and I wasn't sure it was doing as good of a job. However after using this for a while I have to say I think this does the best job of any I've had.

I tend to build up tartar behind my lower front teeth, and since using the Oral-B this tartar is not visible. I'll see what the dentist says in 3 months when I go for my cleaning. I'm very happy so far.",109
4147,You still need to floss,5,Just what the dr ordered,5
4148,It’s a newer one.,3,Thought it would work better then my old oral b. Seems to work the same,15
4149,"Great Product, best Quality, Fast Delivery",5,"Great Product, best Quality, Fast Delivery",6
4150,Five Stars,5,Works great.,2
4151,clean teeth,5,Should have bought this years ago.,6
4152,So unpleasant I stopped using it,1,The vibrations are too harsh and the motor is loud. I'd gone back to a manual brush it was so unpleasant. Find a different option with a more gentile vibration,30
4153,Ok,5,Ok,1
4154,Five Stars,5,Love this brush ... Would buy again when needed! Cleans around teeth wonderfully.,13
4155,Five Stars,5,great. replaced my other oral b of 15 years.,9
4156,It’s like a rocket ship!,4,"I’ve bought a few cheaper electric toothbrushes but they all seemed to die or have some other issues, so I decided to buy a bit more expensive style. This one works great and I’ve only had to charge it twice in almost a month of having it. I like the 30 second buzz to remind you to switch areas while brushing, too. The only downside is when it’s fully charged it’s a bit too powerful. Maybe it’s perfect for others, but for me the vibration is too strong - almost on the verge of giving me a headache every time I use it. I wish there was a way to pick a lower setting. So overall, I like it best when the battery is dying because it’s not too powerful then. The small tooth brush head makes it easier to reach further back in your mouth or other hard to reach areas. It does a great job though, great buy and would recommend this toothbrush!",165
4157,I'm not crazy about the hesitation after every 30 seconds ...,3,I'm not crazy about the hesitation after every 30 seconds so you can time your brushing. I find that irritating!,20
4158,Fantastic toothbrush,5,Wonderful toothbrush! The quality is fantastic!,6
4159,This toothbrush has a great head for individuals with small mouths,5,This toothbrush has a great head for individuals with small mouths. It is easy to move around and holds a great charge. I am a fan of this product.,29
4160,Clean teeth. A must have!,5,"Third one I’ve had over the years.
Great product. My dentist loves it.",13
4161,Oral-B Pro 1000 Electric Power Rechargeable,5,Teeth feel clean!,3
4162,Five Stars,5,"Great product for the price, doesn't take up a lot of spacr either.",13
4163,Five Stars,5,I love my electric tooth bush,6
4164,Very Effective,5,Really cleans & very powerful. I was using a AA battery electric toothbrush. This one is much better. I can't wait for my next check-up.,25
4165,Five Stars,5,Great product!! A++,3
4166,Cleans teath well,5,Does great job of quickly and efficiently cleaning your teath.,10
4167,Great,5,Great,1
4168,Pearly whites for ever!,5,Great toothbrush! Powerful. Keeps a good charge. Easy to clean. No issues thus far!,14
4169,"That timer on/off thing is still stupid, time to sell these to adults with a normal IQ",5,Great product good price...,4
4170,Love it,5,Just what we wanted,4
4171,Toothbrush won’t charge,1,"Cannot get the toothbrush to charge. Plugs in just flashes, but nothing. No Bluetooth no deep cleaning even.",18
4172,Really great brush!,5,Really great brush! Black looks nice.,6
4173,Never buying another tooth brush,5,My husband and I love these tooth brushes. It provides a dentist clean feeling after each use. It has a vibration every 30 seconds to ensure a full mouth cleaning. We will never buy another tooth brush,37
4174,Great power,5,Works greats,2
4175,Good price. Works as advertised,5,Good price. Works as advertised. It's the third one I've owned in the last 12 years,16
4176,Sparkle smiles,5,My teeth shine as if i just went to the dentist.. LOVE,12
4177,Glad I chose this brush over the QUIP brush that ...,5,Incredible brush for an inexpensive price. Glad I chose this brush over the QUIP brush that has been all over the place.,22
4178,Perfect exactly what I need,5,Squeaky clean,2
4179,Bad battery and weak motor,1,I had a Philips Sonicare before trying out this out. The motor on this always felt really weak and the battery just stopped charging less than 6 months in. My Philips lasted 4 years before it had any issues so I'll probably just go back to them instead.,48
4180,Junk,2,"I bought one, it died after a week. Got a replacement, same thing. Junk!",14
4181,5 stars,5,5 stars,2
4182,Nice,5,Everything it said it was,5
4183,Use it everyday!,4,Best brush ever!,3
4184,Really like it!,5,Battery lasts a long time. Really like it!,8
4185,Works Great,5,Powerful action in a small size. Dentist commented I had less plaque.,12
4186,Good Service...Great product!,5,Love it...feels like I just left the Dentist after a cleaning,11
4187,Two Stars,2,I don't like that there is only one speed setting and it's too intense for my gums.,17
4188,Always used a cheaper head on my old one. The head on this one really does a good job.,5,I have always used a Braun tooth brush but with this head on it I think it is the best ever.,21
4189,Very happy.,5,"So far, this does the job. Very happy.",8
4190,love my purchase,5,"it was a great purchase!!

HAPPY HOLIDAYS
BARRY",8
4191,Product sucks,2,Tooth brush won’t charge after 1 month of use. Don’t waste your money. Item is faulty.,16
4192,JK But it is a nice tooth,5,Works Well Haven't lost a tooth in over a week!!!!! JK But it is a nice tooth brush,18
4193,Not bad,3,Great product.,2
4194,Powerful toothbrush,5,I have owned other Oral-B electric toothbrushes and this one is just as good!,14
4195,I like it,5,"Everything what I want from toothbrush. Battery last long , easy to use, great shape to clean .",18
4196,This works better than a manual brush but it doesn’t hold a ...,2,This works better than a manual brush but it doesn’t hold a charge Plus it cuts out several times throughout the course of a brushing period Spend a bit more on a better model! I bought this because it was a bit cheaper and I regret it 🙁🙁,48
4197,Great product!,5,I love it!,3
4198,Five Stars,5,Pretty good brush. My wife and I like them a lot.,11
4199,Great product,5,A+++++,1
4200,Oral B Electric toothbrush,5,"It is great additon to my teeth and gum care. The head of the brush is small, but it works great.",21
4201,Works well.,5,Great toothbrush. Functions very well.,5
4202,Better clean,4,"Owned one of these before lasted for years, uses less toothpaste and gives a better clean.",16
4203,Just got it today and I'm already loving it I ...,5,Just got it today and I'm already loving it I honestly don't know how I ever lived without one I'm never going back,23
4204,Great gift,5,Great gift,2
4205,Head to small,3,Head to small,3
4206,As advertise,4,"good product
comfortable to use
battery last for a long time",11
4207,Five Stars,5,Great tooth brush works very well. Looks cool too,9
4208,Switch to electric. It makes a huge difference.,5,I wish I had bought this sooner. I absolutely love it. It makes a huge difference when compared to a manual toothbrush.,22
4209,Battery charge,5,I’m satisfied with the product overall but need to charge every day since I purchased,15
4210,Really good for the price,5,Works good.,2
4211,So Clean,5,"My teeth haven’t been so soft and so clean, yes.",10
4212,Works great. Its been about 6 months now and still ...,5,Works great. Its been about 6 months now and still going strong. About time for a new head though.,19
4213,Great cleaning tool.,5,Great cleaning.,2
4214,Superior clean,5,I have used battery powered tooth brushes prior to this. This makes a difference you can really feel in clean.,20
4215,Great gift idea,4,was a gift,3
4216,Five Stars,5,"Works great, I was silly to even question this purchase at all.",12
4217,Great Toothbrush,5,Its functional and light weight.,5
4218,Five Stars,5,"Great product, good power, very practical and efficient, highly recommended",10
4219,Works great!,4,My first electric toothbrush. Works great!,6
4220,Brush your teeth,5,It’s a tooth brush.,4
4221,Not Recommended,1,Not Recommended. Makes too much noise and too little cleanup.. uncomfortable,11
4222,Great tooth brushing,5,Oral B is the perfect electric tooth brush--my second one,10
4223,Charger didnt work when I got it.,1,The charger did not work when I got it.,9
4224,Nice electric toothbrush,5,Works well and I like that it is compact and sleek looking.,12
4225,Like it,5,Like it,2
4226,Excellent first electric toothbrush,5,"Feels like I just went to the dentist. Easy to clean, safe to charge. Love the timer (some times I do another round cause it cleans so well haha). Sold for life.",32
4227,battery last a good amount.,5,Makes my teeth feel cleaner.battery last a good amount.,9
4228,"Awesome, best one I have had yet",5,"Awesome, best one I have had yet.",7
4229,Five Stars,5,Does a great job of cleaning teeth. Love the timer.,10
4230,Good buy for the money.,5,Had one for years. This one is just as good. Love it.,12
4231,Might go to toothbrush,5,Makes it feel like you've been to the dentist every time you use it,14
4232,Five Stars,5,Works great! Doesn't require often charging and has good power to really scrub your teeth,15
4233,Four Stars,4,"It has lots of good reviews , it seems okay",10
4234,Three Stars,3,Okay for the money. I don't think it's going to last as long as other Oral B products.,18
4235,Solid Choice,5,"This is my first auto-brush. I like it a lot. Feels very refreshing after I am done and because this might as well be a new toy, it's motivating to get those 2 minutes in.",35
4236,Five Stars,5,Received it fast all came in perfect love product.,9
4237,Much better than the,4,Works ok. Much better than the Philips,7
4238,Jack Hammer Toothbrush,1,Purchased 2 units and both ran rough and seemed unbalanced. The one unit caused mouth damage it ran so rough . Returned immediately.,23
4239,Great gift,4,My husband loves his new electric toothbrush. He keeps saying it is the best present ever.,16
4240,Messy,1,"The brush head has a sight hole that gathers all your saliva, water, and toothpaste suds. There is no good way to keep the liquids from dripping out and down the body of the electric toothbrush while in use. Gross. Messy. Design flaw.",43
4241,Value + function,5,Good value and it holds the charge for a long time. I like the intermittent signal to indicate that you should move to another area to brush.,27
4242,good job,4,"does the job, i like the timer, keeps me honest!",10
4243,Good electric toothbrush,5,"It is what it is: a good electric toothbrush at an affordable price. The replacement brush heads are a bit pricey, however.",22
4244,Love it,5,"Great toothbrush, cleans very well.",5
4245,Had it for less than 2 months and it stopped working.,1,Had it for less than 2 months and it stopped working.,11
4246,Recommended,5,Satisfactory quality for decent price,5
4247,Too big for my mouth,2,"I have a small mouth and can barely fit this brush head in, and not comfortably.",16
4248,Five Stars,5,long lasting charge and great cleaning. replacement heads are expensive,10
4249,Doesn't stay on,4,Does a great job but the timer is nowhere near 2 minutes.,12
4250,Cleans well,5,Easy to use.,3
4251,strong scrubber.,4,"Wow, real scrubbing power. Self charging, always ready. Does a great job at the gum line, et.al.",17
4252,Great toothbrush,5,Awesome toothbrush! Came quickly and exactly as described.,8
4253,Great product,5,Great product,2
4254,"Great value, it pulses every 30 seconds",5,"Great value, it pulses every 30 seconds, and then after 2 minutes it pulses differently so you know you're done.",20
4255,Nice,5,Lasted long time easy to use,6
4256,Oral-B 1000,5,Simple but Effective!,3
4257,My teeth feel so good!!,5,"I love this toothbrush , my teeth are so clean!!",10
4258,Great product,5,"It brushes the teeth very well. I find timer super useful, I don't need to spend much time to make my teeth clean. It comes with 1 toothbrush head in the package. 5 stars!",34
4259,Met expectations,5,Great electric toothbrush for the price.,6
4260,Optimum performance,5,It works great. 👌,4
4261,Ideal,5,Works great,2
4262,I used to have a norelco that was many times ...,5,I used to have a norelco that was many times the price but it finally died and i replaced it with this and i much prefer it.,27
4263,Don't waste your money on this particular brush.,2,Very rough to use. I wish that I could have taken this brush for a test drive before buying it.,20
4264,As Stated,5,This is a great product,5
4265,From manual to electric,5,Have never used an electric toothbrush before; my mouth feels so clean after using it. Really recommend it.,18
4266,Five Stars,5,I ordered this for my son. and he loves it.,10
4267,Cheaper at Walmart,4,Good product. Found $20 cheaper at Walmart though,8
4268,Great Value!,5,Great price for a great clean,6
4269,Lovie it!!!,5,Lovie it!!!,2
4270,Three Stars,3,It does the job it's supposed to,7
4271,Happy with purchase,5,Got a new oral B tro replace an old one that died. Perfect and happy.,15
4272,Not very good,1,"Short batter life, not very powerful, will be throwing away and buying a sonicate",14
4273,great product,5,these toothbrushes do an amazing job cleaning your teeth.,9
4274,Broke in 2 months,1,2 months into having the toothbrush it just stopped holding a charge. Never dropped it.,15
4275,Three Stars,3,"Does not stop at all when huge amounts of pressure are applied, which was why I bought it.",18
4276,decent,3,"loud, vibrates a lot. decent item for the price",9
4277,Great buy,5,Love,1
4278,Very Disappointed,1,The toothbrush stopped working after 25 days of use.,9
4279,A reason to smile,5,Best thing i ever purchased for my teeth overall hygiene. Better than any tooth brush you have ever used.,19
4280,Not worth the money!,1,Died after a month completely worthless,6
4281,Works great,5,Boyfriends favorite gift this Christmas!,5
4282,It’s stopped charging after 1month only,1,It’s stopped charging I don’t know why,7
4283,Never felt so Clean!,5,I just got this in yesterday and I am completely amazed at how much it cleaned!! It removed sooo much plaque! I can’t help but recommend to everyone!,28
4284,Five Stars,5,love it,2
4285,Five Stars,5,Amazing product. works amazingly thank you so much,8
4286,Brush plastic is not good,3,"I received is few days ago but i use only 4 times but brush plastic is curved ☹️
Machine is good and charging system is better than others. Only problem the brush plastic is curved with 4 time use",39
4287,Five Stars,5,Love this. Purchased another one for elderly parent.,8
4288,... to replace my last oral b toothbrush and I love it!,5,Bought this to replace my last oral b toothbrush and I love it!,13
4289,Great,5,Great,1
4290,Five Stars,5,It works as advertised.,4
4291,😬 happy,5,Works perfectly,2
4292,Great toothbrush at a reasonable price,5,Great toothbrush for a reasonable price,6
4293,Five Stars,5,Great tooth brush! My teeth feels very clean!,8
4294,I finally replaced my super old model and I do like the sleekness of ...,2,I finally replaced my super old model and I do like the sleekness of this model it is not as nice. It is much louder and the brush head feels loose.,31
4295,Five Stars,5,Really works great.,3
4296,Four Stars,4,Wish it had a spot to store the brush.,9
4297,Quality product,5,"Like the product, superior cleaning. Notice a significant reduction in calculus build up.",13
4298,Five Stars,5,"What a difference compared to a normal tooth brush, if you have braces dont doubt and buy it already!",19
4299,Hesitates,4,vibration has dead spots..hesitations,4
4300,gets the job done,4,my first step up power brush compared from the $12 cheap ones at wal-mart or target. You can tell the difference. I will continue to invest in these types of toothbrushes.,31
4301,Great deal,5,Took little long to receive. But great deal!,8
4302,Glad I Replaced the Old One,5,"My last electric brush was 8 years old. This is a great improvement. Better gum massage, & very easy to clean after use.",23
4303,"Well made,feels good.",5,"I feel like this is cleaning my teeth way better thinly old sonic. Well made, very sturdy.",17
4304,the product is not suitable for countries with a 130w power connection,1,"I do not understand why he does not inform his customers that the product is not suitable for countries with a 130w power connection
Buying a power converter makes the deal very expensive",33
4305,Professionally Clean,5,Everything about this tooth brush is great. My mouth looks and feels like it's professionally cleaned with every use. Even removed plaque!,22
4306,Liked Very Much,5,Bought for son. He loves it. The fact it is cordless was a big plus for him.,17
4307,Good value for the money,4,"Product works great, my only complaint is that the battery definitely does not stay charged as long as advertised.",19
4308,You get what you pay for,2,Does. Not work well,4
4309,ok,4,ok,1
4310,Best thing I ever did for my teeth and gums,5,I can't believe I hmm'ed and stalled getting this product for so long. Best thing I ever did for my teeth and gums. They feel cleaner than after leaving the dentist office,32
4311,The charger stopped working,1,"Just 5 months after using it, the charger stopped working",10
4312,Five Stars,5,"great toothbrush, cleans great.",4
4313,78 yrs old and He Loves it!,5,gave as a gift to bring my father into the 21st century. It works very well. power always there.,19
4314,Great purchase! Leaves my teeth feeling dentist clean.,5,"Love this toothbrush! Leaves my teeth feeling super clean... like just going to the dentist clean.
The charge lasts about a week for one user.",25
4315,Four Stars,4,Great cleaning power but it takes for ever to charge,10
4316,False information,2,This product doesn’t have Bluetooth connectivity or a deep cleaning option neither a timer function. This is false advertising and I need a refund for my product ASAP.,28
4317,Five Stars,5,as always - great product - bought the same for my hubby,12
4318,This toothbrush will change your life,5,"If you don't use an electric toothbrush you are a fool. Using an electric toothbrush completely upped my game. The timer is great and makes sure you hit every section of your mouth an equal amount of time. I like the Oral-B version because of the small brush head, which makes it way easier to hit the back teeth. This sucker stays charged for at least a couple weeks and then I just throw it on the charger for a night and I am back in action.

Solid toothbrush at a really excellent price.",94
4319,good,5,very good,2
4320,Five Stars,5,I will never go back to a regular toothbrush. My teeth feel cleaner then ever,15
4321,Five Stars,5,Works great. I think it does it’s job well and keeps its charge too.,14
4322,Five Stars,5,The best electric tooth brush in my opinion,8
4323,Four Stars,4,Great toothbrush! This is my 2nd Oral -B,8
4324,excellent product,5,Great electronic toothbrush that keeps a good charge for a week before having to charge again. It also provide a great cleaning without too much work.,26
4325,"Stopped charging within 6 months of purchase, other electronic tootbrush working for years",1,This toothbrush stopped charging correctly after less than 6 months of daily use. I am not sure whether or not the charger or the toothbrush itself is broken. I recommend a different brand.,33
4326,Leaves your teeth clean,5,Got some fpr my in-laws,5
4327,Love it!,5,Love this toothbrush! Great value,5
4328,High quality toothbrush at a great price.,5,High quality toothbrush at a great price. The only disadvantage I can think of is that the battery could've been a little better but it really is insignificant. Great purchase.,30
4329,I love it,5,Great toothbrush! Great price!,4
4330,Four Stars,4,I'll know more after my next dental cleaning.,8
4331,Great cheaper then the dentist,5,Excellent product cheaper then Costco . Great for a single petson,11
4332,Five Stars,5,"Great toothbrush and didn't break the bank.
I love it.
No complaints",12
4333,I like it,5,"This product makes brushing your teeth easier, both physically and psychologically (because of the timer function)!",16
4334,Great electric toothbrush,5,Love this product's 30 second timers and 2 minute timer. My teeth have been noticably whiter and healthier since using this product.,22
4335,A+,5,Great,1
4336,It leeks,1,It leeks,2
4337,Its good,5,It brushes good,3
4338,Battery Dies Immediately,1,"Don’t buy. The battery last 1 month, and then you can’t get a refund.",14
4339,Five Stars,5,Arrived timely and as described.,5
4340,BIG NO,1,Do Not buy! It seems like a fake product broke within a few weeks!,14
4341,Five Stars,5,works great,2
4342,Stopped Working,1,"Cleans nicely but stopped working after 1.5 years of use. I don't want to spend $40 on a non-recyclable toothbrush every other year, but I don't know what else to buy",31
4343,Very Good Product,5,Would highly recommend,3
4344,It does what it is supposed to do,4,Does a very good job when cleaning my teeth,9
4345,Five Stars,5,Good product at a good price,6
4346,Dentist said get one,5,Haven't used an electric toothbrush in 30 years....you've come a long way baby!!!,13
4347,Five Stars,5,Works great would surely recommend,5
4348,He loves it,5,I got one of these for my husband for Christmas. He loves it!,13
4349,Five Stars,5,One of the best purchases I’ve had,7
4350,This thing is AMAZING. I don't know how I used a regular ...,5,This thing is AMAZING. I don't know how I used a regular toothbrush for as long as I did. Never going back to that.,24
4351,Four Stars,4,Works great and I have cleaner teeth.,7
4352,I am very happy with,5,"Very strong toothbrush, I am very happy with it",9
4353,Five Stars,5,I am very happy with my purchase and will defiantly buy from again!,13
4354,"IMO, better than Sonicare",5,"It's so easy to use, love the small head, and I feel like my teeth are getting whiter by the day!",21
4355,great coverage. Cross action really delivers impactful feel,5,"Powerful, great coverage. Cross action really delivers impactful feel. I threw out my Phillips sonicare. Rotation is way better than the phillips sonicare unilateral, horizontal cleaning.",26
4356,It's okay...,3,Decent toothbrush. No bells or whistles. Quite loud though.,9
4357,Five Stars,5,Works and cleans great!,4
4358,So far this is working great. I feel like it gives my gums/gum line ...,5,So far this is working great. I feel like it gives my gums/gum line a much better cleaning than my old sonic toothbrush. Very happy thus far.,27
4359,Worth the money,5,Legit. Mouth feels fresh,4
4360,Five Stars,5,"bought it for my wife, she loves it",8
4361,Great Product,5,Braun makes premium products. This is my second Braun toothbrush. First one lasted over eleven years.,16
4362,Sparkle clean,5,"Our previous version had just plain slowed down too much. This works fine. Do miss the storage spaces for the brushes, but this is more sleek and takes up less counter space.",32
4363,Great toothbrush,5,Love it!,2
4364,Love it,5,Awesome,1
4365,Great,5,Works great,2
4366,I love it,5,I love it,3
4367,Really like it,5,I feel that the brush does a better job than my old one with cleaning my teeth. Don't feel like there is anything stuck to my teeth after I brush.,30
4368,Love this product,5,Thanks replaced a 20 year old one.,7
4369,Good Tool,5,Great value for the price,5
4370,I forgot what new and powerful was like.,5,Lovin' it. It replaced a very old one. I forgot what new and powerful was like.,16
4371,Excelente,5,Excelente,1
4372,Excelente,5,Super facil d usar y muy comodo,7
4373,Five Stars,5,This oral-B worked great and at a reasonable price.,9
4374,Great unit.,5,Does a great job. Replaced a similar Oral-b unit that was 13 year old.,14
4375,Buy a warranty on this product. Not convinced they were made to last.,1,"At first I loved this toothbrush. After a month it stopped holding a charge needing to be charged every other day. At the one year point, it became a manual toothbrush that doesn't turn on. Probably just defective, very disappointed.",40
4376,Like you went to the dentist with every brush!,5,I love this toothbrush! Best money I have ever spent!,10
4377,Cleanses as good as my dental technician,5,Clean and good brushing.,4
4378,100-130V,4,The charger is only good at 100-130V range. Not good for traveling abroad.,13
4379,As expected,5,Works as expected. I suspect it should last about 10 years like the last one.,15
4380,Came quick. Good value,5,Good value,2
4381,Noisy but works great.,4,Cleans like a dentist. But noisy.,6
4382,Works OK,4,"Works pretty good for the price but not as good as my Sonicare that ""disappeared"".",15
4383,Five Stars,5,"Glad we bought these, teeth are much cleaner.",8
4384,Five Stars,5,Great toothbrush.,2
4385,Good value oral hygiene,4,"I bought this instead of the more expensive unit my dentist recommended because why does my toothbrush really need Bluetooth? It works just fine and accepts all the same brush heads and still has a timer. Seems to be a pretty good value and works much better than the last time I bought an electric toothbrush for much more money. The only thing I'm not so sure about is the pressure sensor, I'm not sure I've noticed it actually working. My wife has the more expensive model and the pressure sensor is very obvious when it kicks in.",98
4386,Five Stars,5,Like these way better than Panasonic,6
4387,It's a good product,5,It works,2
4388,Five Stars,5,Recommended !!! Very good product ! You need much less time for having a clean mouth.,16
